Customer Type,Class,Gender,Age,Type of Travel,Flight Distance,Checkin service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,Business,Male,41,Business travel,1589,5,0,0,satisfied
Loyal Customer,Eco,Male,36,Personal Travel,744,5,14,8,neutral or dissatisfied
Loyal Customer,Eco,Female,13,Personal Travel,1733,5,9,12,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,3584,5,0,0,satisfied
disloyal Customer,Business,Female,37,Business travel,1947,3,0,7,neutral or dissatisfied
Loyal Customer,Eco,Female,57,Personal Travel,1068,2,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,51,Business travel,447,5,0,1,satisfied
Loyal Customer,Business,Female,49,Business travel,2956,4,1,0,satisfied
Loyal Customer,Business,Female,24,Business travel,802,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,12,Personal Travel,508,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,3502,4,0,0,satisfied
Loyal Customer,Eco,Male,59,Personal Travel,867,4,16,41,neutral or dissatisfied
Loyal Customer,Business,Male,49,Business travel,1438,5,0,0,satisfied
disloyal Customer,Eco,Female,69,Personal Travel,191,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,38,Personal Travel,143,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,53,Business travel,1440,5,40,33,satisfied
Loyal Customer,Eco,Female,56,Personal Travel,235,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,10,Personal Travel,526,5,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,28,Business travel,236,1,0,0,satisfied
disloyal Customer,Business,Male,25,Business travel,733,4,14,6,satisfied
disloyal Customer,Eco,Male,25,Business travel,1096,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,10,Personal Travel,462,5,170,162,neutral or dissatisfied
disloyal Customer,Eco,Female,22,Business travel,1400,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,58,Personal Travel,594,1,1,0,neutral or dissatisfied
Loyal Customer,Eco,Female,21,Personal Travel,2075,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,16,Personal Travel,2586,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,66,Personal Travel,500,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,48,Business travel,129,2,0,1,satisfied
Loyal Customer,Eco,Male,56,Business travel,1460,2,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,45,Business travel,1521,3,0,7,neutral or dissatisfied
disloyal Customer,Eco,Male,21,Business travel,101,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,69,Personal Travel,201,2,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,72,Business travel,190,2,0,0,satisfied
Loyal Customer,Eco,Female,40,Business travel,591,3,3,11,satisfied
disloyal Customer,Eco,Male,25,Business travel,308,3,6,2,neutral or dissatisfied
Loyal Customer,Business,Male,35,Business travel,187,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,25,Personal Travel,109,2,0,0,satisfied
Loyal Customer,Eco,Female,12,Personal Travel,731,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,40,Business travel,3313,4,0,0,satisfied
Loyal Customer,Business,Male,66,Business travel,1121,3,27,9,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,40,Personal Travel,130,3,1,9,neutral or dissatisfied
Loyal Customer,Eco,Male,15,Personal Travel,546,4,13,9,neutral or dissatisfied
Loyal Customer,Business,Female,50,Business travel,2770,4,47,42,satisfied
disloyal Customer,Eco,Male,23,Business travel,806,4,7,0,neutral or dissatisfied
Loyal Customer,Business,Male,38,Business travel,3834,4,16,13,satisfied
Loyal Customer,Business,Female,30,Business travel,3639,5,0,0,satisfied
Loyal Customer,Eco,Female,61,Personal Travel,575,5,23,16,neutral or dissatisfied
Loyal Customer,Business,Male,78,Business travel,2703,2,5,0,neutral or dissatisfied
Loyal Customer,Eco,Female,51,Business travel,696,4,11,0,neutral or dissatisfied
Loyal Customer,Eco,Male,69,Personal Travel,373,4,57,48,neutral or dissatisfied
Loyal Customer,Eco,Male,43,Personal Travel,1107,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,49,Personal Travel,1222,1,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,41,Business travel,820,1,0,0,satisfied
Loyal Customer,Eco,Female,35,Personal Travel,237,4,14,14,neutral or dissatisfied
Loyal Customer,Eco,Male,33,Business travel,297,3,8,44,neutral or dissatisfied
disloyal Customer,Business,Female,28,Business travel,541,4,138,113,neutral or dissatisfied
Loyal Customer,Eco,Female,48,Personal Travel,944,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,7,Personal Travel,192,4,4,0,neutral or dissatisfied
Loyal Customer,Business,Male,22,Personal Travel,873,2,3,0,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,1846,4,1,0,satisfied
Loyal Customer,Business,Female,33,Business travel,3737,2,0,0,satisfied
Loyal Customer,Business,Female,28,Business travel,1541,3,9,3,satisfied
disloyal Customer,Business,Female,25,Business travel,160,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,46,Personal Travel,446,5,81,72,neutral or dissatisfied
Loyal Customer,Business,Female,51,Business travel,1975,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,67,Business travel,3463,5,24,28,satisfied
disloyal Customer,Business,Male,29,Business travel,985,5,2,0,neutral or dissatisfied
Loyal Customer,Eco,Female,63,Personal Travel,2338,3,11,0,satisfied
Loyal Customer,Eco Plus,Male,20,Business travel,493,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,57,Business travel,1521,5,0,0,satisfied
disloyal Customer,Business,Male,49,Business travel,632,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,48,Business travel,3495,3,0,0,satisfied
Loyal Customer,Eco,Male,33,Personal Travel,925,4,0,16,neutral or dissatisfied
Loyal Customer,Business,Female,60,Business travel,2645,5,0,1,satisfied
Loyal Customer,Eco,Female,70,Personal Travel,449,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,49,Business travel,1099,4,102,101,satisfied
disloyal Customer,Business,Female,38,Business travel,357,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,42,Business travel,1868,3,7,0,satisfied
Loyal Customer,Eco Plus,Female,42,Personal Travel,1096,1,0,2,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,18,Personal Travel,2075,3,0,10,neutral or dissatisfied
Loyal Customer,Business,Male,69,Personal Travel,1744,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,61,Personal Travel,851,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,65,Personal Travel,157,4,0,5,neutral or dissatisfied
Loyal Customer,Business,Male,35,Business travel,1721,3,0,0,satisfied
Loyal Customer,Eco,Male,14,Personal Travel,158,1,0,4,neutral or dissatisfied
Loyal Customer,Business,Male,60,Business travel,3517,3,0,0,satisfied
disloyal Customer,Business,Female,26,Business travel,853,5,0,0,satisfied
Loyal Customer,Eco,Male,36,Business travel,550,2,0,0,satisfied
Loyal Customer,Eco,Female,33,Personal Travel,236,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,23,Business travel,2505,1,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,23,Personal Travel,234,1,1,20,neutral or dissatisfied
Loyal Customer,Eco,Male,57,Personal Travel,1454,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,59,Business travel,3490,3,0,3,satisfied
Loyal Customer,Eco,Male,50,Personal Travel,925,4,0,0,satisfied
Loyal Customer,Business,Female,23,Business travel,1005,4,0,19,satisfied
Loyal Customer,Eco Plus,Female,24,Personal Travel,264,5,15,9,neutral or dissatisfied
disloyal Customer,Eco,Female,30,Business travel,1005,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,52,Personal Travel,576,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,35,Personal Travel,74,4,12,36,neutral or dissatisfied
Loyal Customer,Business,Female,58,Business travel,2248,5,0,0,satisfied
Loyal Customer,Business,Female,43,Business travel,366,5,0,0,satisfied
Loyal Customer,Eco,Male,40,Business travel,773,3,137,131,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,62,Personal Travel,1310,5,62,44,neutral or dissatisfied
Loyal Customer,Eco,Female,52,Business travel,578,1,0,1,satisfied
Loyal Customer,Eco,Female,45,Personal Travel,997,1,6,12,neutral or dissatisfied
Loyal Customer,Business,Male,18,Business travel,391,2,0,0,satisfied
Loyal Customer,Eco Plus,Female,52,Business travel,604,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,9,Personal Travel,227,3,13,34,neutral or dissatisfied
Loyal Customer,Business,Male,39,Business travel,337,4,4,0,satisfied
disloyal Customer,Business,Female,26,Business travel,869,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,20,Business travel,2585,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,41,Business travel,1787,5,7,1,satisfied
Loyal Customer,Business,Male,40,Business travel,1670,4,0,12,neutral or dissatisfied
disloyal Customer,Eco,Male,44,Business travel,370,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,42,Business travel,927,1,48,84,satisfied
Loyal Customer,Business,Female,20,Business travel,2288,2,0,0,satisfied
Loyal Customer,Eco Plus,Female,19,Personal Travel,1635,5,0,27,neutral or dissatisfied
Loyal Customer,Business,Female,52,Business travel,192,3,131,120,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,46,Business travel,867,5,6,9,satisfied
Loyal Customer,Eco,Male,67,Personal Travel,337,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,56,Business travel,3189,3,42,37,satisfied
disloyal Customer,Eco,Male,44,Business travel,427,4,32,36,neutral or dissatisfied
Loyal Customer,Business,Male,39,Business travel,581,5,0,0,satisfied
Loyal Customer,Business,Female,40,Business travel,1797,4,0,0,satisfied
Loyal Customer,Eco,Female,36,Personal Travel,868,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,35,Business travel,577,4,26,12,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,25,Business travel,1056,3,0,0,satisfied
Loyal Customer,Business,Female,59,Business travel,829,4,34,26,satisfied
Loyal Customer,Business,Male,9,Business travel,590,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,57,Personal Travel,296,3,1,2,satisfied
Loyal Customer,Eco,Female,65,Personal Travel,689,4,20,10,neutral or dissatisfied
Loyal Customer,Business,Female,45,Business travel,1605,4,0,0,satisfied
Loyal Customer,Business,Female,33,Business travel,2204,3,0,0,satisfied
disloyal Customer,Eco,Male,28,Business travel,1342,2,110,83,neutral or dissatisfied
disloyal Customer,Business,Male,38,Business travel,214,3,10,32,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,2521,3,0,36,neutral or dissatisfied
disloyal Customer,Eco,Male,22,Business travel,163,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,60,Business travel,726,5,0,0,satisfied
Loyal Customer,Business,Female,66,Business travel,2124,4,0,3,satisfied
Loyal Customer,Eco,Male,62,Personal Travel,328,4,0,11,neutral or dissatisfied
disloyal Customer,Business,Male,58,Business travel,282,5,29,15,neutral or dissatisfied
Loyal Customer,Business,Male,51,Business travel,2486,3,0,0,satisfied
Loyal Customer,Business,Female,30,Business travel,216,4,0,0,satisfied
Loyal Customer,Business,Female,53,Business travel,2419,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,1631,4,0,0,satisfied
Loyal Customer,Business,Male,33,Business travel,3623,3,0,0,satisfied
Loyal Customer,Business,Female,29,Business travel,1605,5,4,0,satisfied
Loyal Customer,Business,Female,42,Business travel,2454,5,8,0,satisfied
Loyal Customer,Eco,Male,38,Personal Travel,529,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,33,Business travel,327,2,40,26,neutral or dissatisfied
Loyal Customer,Eco,Male,22,Personal Travel,558,1,0,9,neutral or dissatisfied
disloyal Customer,Business,Female,26,Business travel,1379,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,28,Personal Travel,395,3,3,0,neutral or dissatisfied
Loyal Customer,Eco,Male,56,Personal Travel,994,1,9,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,41,Business travel,280,4,17,6,neutral or dissatisfied
Loyal Customer,Eco,Male,63,Business travel,282,3,0,13,satisfied
Loyal Customer,Eco,Male,15,Personal Travel,1694,2,0,0,neutral or dissatisfied
disloyal Customer,Business,Female,28,Business travel,440,5,59,41,neutral or dissatisfied
Loyal Customer,Business,Male,52,Business travel,1900,4,0,5,neutral or dissatisfied
Loyal Customer,Eco,Female,36,Personal Travel,590,5,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,22,Business travel,725,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,40,Business travel,90,4,0,0,satisfied
Loyal Customer,Business,Male,26,Business travel,2611,5,0,0,satisfied
Loyal Customer,Business,Female,54,Business travel,2592,3,8,6,satisfied
Loyal Customer,Eco,Male,42,Personal Travel,866,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,57,Business travel,2614,5,0,0,satisfied
Loyal Customer,Business,Male,60,Business travel,3858,4,0,0,satisfied
Loyal Customer,Eco,Male,25,Personal Travel,177,4,71,76,neutral or dissatisfied
Loyal Customer,Eco,Female,55,Business travel,787,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,57,Business travel,1905,4,1,2,satisfied
Loyal Customer,Eco,Female,13,Personal Travel,463,1,0,0,satisfied
Loyal Customer,Business,Female,30,Business travel,2979,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,29,Business travel,2704,4,2,9,satisfied
Loyal Customer,Eco,Male,34,Personal Travel,328,4,0,2,neutral or dissatisfied
Loyal Customer,Business,Male,35,Business travel,2549,4,3,0,satisfied
Loyal Customer,Business,Male,41,Business travel,571,4,0,0,satisfied
Loyal Customer,Business,Male,48,Business travel,1379,3,0,0,satisfied
disloyal Customer,Eco,Female,12,Business travel,1171,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,61,Personal Travel,631,4,0,6,neutral or dissatisfied
Loyal Customer,Eco,Female,65,Business travel,109,3,2,6,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,12,Business travel,650,2,0,12,neutral or dissatisfied
Loyal Customer,Eco,Female,21,Personal Travel,1642,3,102,77,neutral or dissatisfied
Loyal Customer,Business,Male,44,Business travel,1050,4,0,0,satisfied
disloyal Customer,Business,Female,25,Business travel,950,5,2,0,neutral or dissatisfied
disloyal Customer,Eco,Female,29,Business travel,772,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,25,Personal Travel,862,4,7,0,neutral or dissatisfied
Loyal Customer,Business,Female,60,Business travel,2758,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,52,Business travel,3333,4,0,0,satisfied
Loyal Customer,Business,Female,49,Business travel,2454,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,1750,3,23,23,satisfied
Loyal Customer,Eco,Male,42,Personal Travel,73,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,17,Personal Travel,262,2,7,14,neutral or dissatisfied
Loyal Customer,Eco,Female,45,Personal Travel,630,5,794,795,neutral or dissatisfied
Loyal Customer,Business,Female,54,Business travel,1086,1,2,6,neutral or dissatisfied
Loyal Customer,Eco,Female,59,Business travel,1035,1,0,0,satisfied
Loyal Customer,Eco,Male,45,Personal Travel,761,3,7,3,neutral or dissatisfied
Loyal Customer,Eco,Male,60,Business travel,160,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,2609,1,0,0,satisfied
disloyal Customer,Business,Female,36,Business travel,236,3,0,1,neutral or dissatisfied
Loyal Customer,Business,Male,51,Business travel,578,1,18,29,neutral or dissatisfied
Loyal Customer,Business,Male,42,Business travel,3441,5,110,144,satisfied
disloyal Customer,Eco,Male,58,Business travel,390,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,31,Business travel,925,3,29,44,neutral or dissatisfied
Loyal Customer,Business,Male,37,Business travel,2139,4,5,0,satisfied
Loyal Customer,Eco,Male,49,Personal Travel,762,4,56,48,neutral or dissatisfied
Loyal Customer,Eco,Female,56,Personal Travel,2039,4,7,3,neutral or dissatisfied
Loyal Customer,Eco,Male,54,Personal Travel,1096,4,0,0,neutral or dissatisfied
disloyal Customer,Eco Plus,Female,30,Business travel,794,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,30,Business travel,261,1,0,0,satisfied
Loyal Customer,Business,Male,51,Business travel,1546,5,0,0,satisfied
Loyal Customer,Business,Male,35,Business travel,3915,4,4,0,satisfied
Loyal Customer,Business,Male,64,Personal Travel,693,4,0,0,satisfied
Loyal Customer,Business,Female,48,Business travel,1892,1,4,6,satisfied
Loyal Customer,Business,Male,20,Business travel,1626,4,0,1,satisfied
Loyal Customer,Eco Plus,Male,52,Personal Travel,612,5,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,28,Business travel,968,1,129,135,satisfied
disloyal Customer,Business,Female,39,Business travel,1671,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,52,Business travel,733,5,4,0,satisfied
Loyal Customer,Eco,Male,51,Business travel,346,5,13,44,satisfied
Loyal Customer,Eco Plus,Male,57,Business travel,668,3,17,10,neutral or dissatisfied
Loyal Customer,Business,Female,33,Business travel,2594,5,0,2,satisfied
Loyal Customer,Eco Plus,Female,29,Personal Travel,679,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,38,Business travel,3467,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,61,Personal Travel,1590,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,55,Business travel,2762,5,0,0,satisfied
Loyal Customer,Eco,Male,34,Personal Travel,226,5,6,0,neutral or dissatisfied
Loyal Customer,Eco,Male,59,Business travel,150,4,0,0,satisfied
Loyal Customer,Business,Female,48,Business travel,3200,5,0,1,satisfied
Loyal Customer,Business,Female,45,Business travel,853,4,0,0,satisfied
Loyal Customer,Eco,Male,48,Personal Travel,763,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,52,Business travel,312,5,10,13,satisfied
Loyal Customer,Business,Male,54,Business travel,957,3,5,10,satisfied
Loyal Customer,Eco,Male,38,Business travel,649,4,23,24,satisfied
Loyal Customer,Business,Male,44,Business travel,1983,3,0,0,satisfied
Loyal Customer,Business,Female,54,Business travel,539,5,1,0,satisfied
disloyal Customer,Business,Female,39,Business travel,715,2,0,0,satisfied
Loyal Customer,Business,Female,33,Business travel,337,3,0,7,satisfied
Loyal Customer,Business,Female,39,Business travel,3013,4,52,52,satisfied
disloyal Customer,Eco,Female,29,Business travel,853,1,38,32,neutral or dissatisfied
Loyal Customer,Business,Female,15,Business travel,1041,3,28,32,satisfied
disloyal Customer,Business,Male,71,Business travel,1121,4,18,4,neutral or dissatisfied
disloyal Customer,Business,Male,43,Business travel,2297,4,8,0,neutral or dissatisfied
disloyal Customer,Eco,Female,56,Business travel,205,4,0,0,satisfied
Loyal Customer,Business,Female,53,Business travel,1805,4,0,0,satisfied
Loyal Customer,Eco,Male,39,Business travel,247,2,0,0,satisfied
Loyal Customer,Eco,Female,55,Personal Travel,73,4,1,0,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,3776,3,16,8,satisfied
Loyal Customer,Eco,Male,39,Personal Travel,912,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,50,Personal Travel,139,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,17,Business travel,468,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,36,Business travel,1621,5,37,18,satisfied
Loyal Customer,Eco,Male,58,Personal Travel,430,1,0,6,neutral or dissatisfied
Loyal Customer,Business,Female,19,Personal Travel,667,5,14,0,satisfied
Loyal Customer,Business,Female,47,Business travel,2052,5,5,0,satisfied
Loyal Customer,Business,Female,48,Business travel,2029,2,0,0,satisfied
Loyal Customer,Eco,Male,38,Personal Travel,224,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,43,Business travel,3709,3,19,4,satisfied
Loyal Customer,Eco Plus,Male,32,Personal Travel,632,4,0,15,neutral or dissatisfied
Loyal Customer,Business,Female,49,Business travel,1982,3,17,5,satisfied
Loyal Customer,Eco,Male,50,Personal Travel,552,4,24,45,neutral or dissatisfied
Loyal Customer,Business,Female,54,Business travel,2804,3,0,0,satisfied
Loyal Customer,Eco,Male,57,Business travel,602,2,13,0,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,1931,4,0,0,satisfied
Loyal Customer,Business,Male,36,Business travel,2891,5,13,0,satisfied
Loyal Customer,Eco,Female,45,Business travel,313,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,40,Business travel,641,4,25,14,neutral or dissatisfied
Loyal Customer,Eco,Male,47,Personal Travel,407,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,57,Business travel,2015,3,0,0,satisfied
Loyal Customer,Business,Male,57,Business travel,1464,3,0,0,satisfied
disloyal Customer,Eco,Female,47,Business travel,1090,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,51,Personal Travel,352,4,3,3,neutral or dissatisfied
Loyal Customer,Eco,Female,64,Personal Travel,622,2,109,,neutral or dissatisfied
Loyal Customer,Eco,Female,57,Personal Travel,2355,2,0,11,neutral or dissatisfied
disloyal Customer,Eco,Male,28,Business travel,1027,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,51,Business travel,641,5,35,20,satisfied
Loyal Customer,Eco,Female,18,Personal Travel,240,5,32,27,neutral or dissatisfied
Loyal Customer,Business,Male,23,Business travel,1464,4,0,0,satisfied
Loyal Customer,Eco,Female,42,Personal Travel,304,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,3105,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,64,Personal Travel,594,2,24,18,neutral or dissatisfied
disloyal Customer,Eco,Male,20,Business travel,1178,2,0,0,satisfied
Loyal Customer,Eco,Male,30,Personal Travel,1119,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,23,Personal Travel,1590,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,43,Personal Travel,587,1,2,0,neutral or dissatisfied
disloyal Customer,Business,Female,24,Business travel,214,4,0,0,satisfied
Loyal Customer,Eco Plus,Female,48,Business travel,1972,3,59,58,neutral or dissatisfied
Loyal Customer,Business,Male,34,Business travel,109,3,0,0,satisfied
Loyal Customer,Eco,Male,19,Business travel,1166,2,15,1,neutral or dissatisfied
Loyal Customer,Business,Male,44,Business travel,1778,3,0,0,satisfied
Loyal Customer,Eco,Female,45,Business travel,175,4,25,6,neutral or dissatisfied
Loyal Customer,Eco,Male,39,Personal Travel,1497,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,55,Business travel,391,2,0,3,satisfied
disloyal Customer,Eco,Male,23,Business travel,515,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,17,Personal Travel,867,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,516,1,11,23,neutral or dissatisfied
Loyal Customer,Eco,Female,34,Personal Travel,769,4,10,14,neutral or dissatisfied
Loyal Customer,Business,Male,47,Business travel,3306,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,53,Business travel,1504,4,0,0,satisfied
Loyal Customer,Eco Plus,Female,52,Personal Travel,1013,5,5,0,neutral or dissatisfied
Loyal Customer,Eco,Female,17,Personal Travel,2075,4,0,4,neutral or dissatisfied
Loyal Customer,Business,Female,47,Business travel,2475,4,0,0,satisfied
Loyal Customer,Eco,Male,18,Personal Travel,1085,3,0,0,satisfied
Loyal Customer,Business,Male,32,Business travel,2558,1,0,6,satisfied
Loyal Customer,Business,Male,38,Business travel,1833,3,4,0,satisfied
Loyal Customer,Business,Female,40,Business travel,3567,5,0,0,satisfied
Loyal Customer,Eco,Male,38,Personal Travel,862,5,0,0,satisfied
disloyal Customer,Eco,Female,25,Business travel,328,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,39,Business travel,2713,3,0,0,satisfied
disloyal Customer,Business,Female,44,Business travel,345,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,36,Business travel,3062,4,2,0,satisfied
Loyal Customer,Eco,Female,28,Personal Travel,1310,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,30,Personal Travel,604,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,21,Personal Travel,533,4,39,43,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,47,Business travel,565,1,0,0,satisfied
Loyal Customer,Eco,Male,21,Personal Travel,813,5,91,80,neutral or dissatisfied
Loyal Customer,Eco,Female,44,Personal Travel,216,3,0,2,satisfied
Loyal Customer,Business,Male,30,Business travel,3046,2,48,38,neutral or dissatisfied
Loyal Customer,Eco,Male,45,Personal Travel,862,4,8,12,satisfied
disloyal Customer,Eco,Male,22,Business travel,722,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,43,Business travel,2521,3,0,0,satisfied
Loyal Customer,Eco,Male,8,Personal Travel,1129,3,4,2,satisfied
Loyal Customer,Eco,Male,30,Personal Travel,689,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,61,Personal Travel,1199,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,55,Personal Travel,740,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,62,Business travel,2741,5,16,0,satisfied
Loyal Customer,Eco,Male,40,Business travel,685,3,0,13,neutral or dissatisfied
Loyal Customer,Business,Male,58,Business travel,216,5,11,0,satisfied
Loyal Customer,Business,Female,29,Business travel,3058,4,0,0,satisfied
disloyal Customer,Eco,Male,24,Business travel,481,2,10,0,neutral or dissatisfied
disloyal Customer,Business,Female,40,Business travel,156,4,8,2,neutral or dissatisfied
Loyal Customer,Business,Female,33,Business travel,2760,5,0,0,satisfied
Loyal Customer,Business,Female,56,Business travel,453,4,0,34,satisfied
Loyal Customer,Eco,Female,57,Personal Travel,224,3,0,0,satisfied
Loyal Customer,Eco,Male,22,Business travel,1616,3,0,0,satisfied
Loyal Customer,Eco,Male,41,Personal Travel,1084,3,0,18,neutral or dissatisfied
Loyal Customer,Business,Female,47,Business travel,692,3,0,0,satisfied
disloyal Customer,Eco,Male,13,Business travel,1031,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,24,Personal Travel,516,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,62,Personal Travel,1535,5,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,34,Personal Travel,534,5,12,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,53,Business travel,944,1,9,10,neutral or dissatisfied
Loyal Customer,Business,Female,56,Business travel,2296,3,0,0,satisfied
Loyal Customer,Business,Female,25,Business travel,296,2,21,14,neutral or dissatisfied
Loyal Customer,Eco,Female,11,Personal Travel,2565,2,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,31,Business travel,802,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,28,Personal Travel,1449,5,42,56,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,62,Personal Travel,748,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,30,Business travel,3325,4,2,9,satisfied
Loyal Customer,Eco,Male,35,Personal Travel,404,5,0,4,neutral or dissatisfied
Loyal Customer,Business,Female,66,Business travel,1372,3,0,0,satisfied
Loyal Customer,Eco Plus,Female,62,Personal Travel,1055,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,31,Business travel,2118,1,0,51,neutral or dissatisfied
Loyal Customer,Business,Female,27,Business travel,334,4,0,0,satisfied
